SUBJECT	Coursecode	GRADING_BASIS_ENRL	Gender	AGE	YearSchool	COMP_ACT_SCORE	URM	msl01	msl02	msl03	msl04	msl05	msl06	msl07	msl08	msl09	msl10	msl11	msl12	msl13	msl14	msl15	msl16	msl17	msl18	msl19	msl20	Exams_percent	Course_percent	NonExam_percent	ZExams_percent	ZCourse_percent	ZNonExam_percent
BIOL	1009.1	A-F	0	19	Freshman	26	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.623076923	0.72704	0.839666667	-0.327964173	-0.294333206	-0.171696143
BIOL	1009.1	A-F	0	19	Sophomore	26	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.630769231	0.7485	0.876041667	-0.265142865	-0.074598382	0.209551859
BIOL	1009.1	A-F	1	19	Sophomore	26	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.707692308	0.77276	0.84325	0.3630702	0.173806409	-0.13413907
BIOL	1009.1	A-F	0	19	Sophomore	26	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.792307692	0.87041	0.955020833	1.054104564	1.173671531	1.037336031
BIOL	1009.1	A-F	0	19	Sophomore	27	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.576923077	0.74002	0.916708333	-0.70489201	-0.161427427	0.635781005
BIOL	1009.1	A-F	1	19	Junior	27	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.630769231	0.68079	0.734979167	-0.265142865	-0.767899636	-1.268930514
BIOL	1009.1	A-F	1	19	Freshman	27	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.7	0.79675	0.9015625	0.300248891	0.419446596	0.477036851
BIOL	1009.1	A-F	0	19	Sophomore	27	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.707692308	0.715	0.722916667	0.3630702	-0.417614067	-1.395358116
BIOL	1009.1	A-F	1	19	Junior	27	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.746153846	0.8073	0.873541667	0.677176727	0.527470938	0.183349247
BIOL	1009.1	A-F	0	19	Sophomore	27	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.784615385	0.85383	0.9288125	0.991283264	1.003904365	0.762645321
BIOL	1009.1	A-F	0	19	Sophomore	27	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.807692308	0.86012	0.916916667	1.179747182	1.0683094	0.637964563
BIOL	1009.1	A-F	0	19	Sophomore	28	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.484615385	0.67117	0.873270833	-1.458747684	-0.866401454	0.180510624
BIOL	1009.1	A-F	1	19	Sophomore	28	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.615384615	0.67843	0.746729167	-0.390785482	-0.792064323	-1.145778239
BIOL	1009.1	A-F	0	19	Sophomore	28	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.646153846	0.75467	0.872229167	-0.139500255	-0.011422061	0.169592876
BIOL	1009.1	A-F	0	19	Sophomore	28	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.669230769	0.77045	0.880104167	0.048963663	0.150153685	0.252131103
BIOL	1009.1	A-F	0	19	Sophomore	28	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.676923077	0.78774	0.907791667	0.111784972	0.327190736	0.542325029
BIOL	1009.1	A-F	0	19	Sophomore	28	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.707692308	0.80841	0.917520833	0.3630702	0.538836533	0.644296854
BIOL	1009.1	A-F	0	19	Sophomore	29	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.507692308	0.64769	0.799354167	-1.270283766	-1.106819611	-0.594213259
BIOL	1009.1	A-F	0	19	Sophomore	29	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.707692308	0.80544	0.911333333	0.3630702	0.508425888	0.579445389
BIOL	1009.1	A-F	0	19	Sophomore	29	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.846153846	0.90125	0.9609375	1.49385371	1.489450746	1.099348883
BIOL	1009.1	A-F	0	19	Sophomore	30	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.769230769	0.8393	0.915208333	0.865640646	0.855127712	0.620059438
BIOL	1009.1	A-F	1	19	Sophomore	30	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.807692308	0.86733	0.9319375	1.179747182	1.142134566	0.795398585
BIOL	1009.1	A-F	0	19	Sophomore	31	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.507692308	0.69368	0.895166667	-1.270283766	-0.635915392	0.41000184
BIOL	1009.1	A-F	0	19	Sophomore	31	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.592307692	0.69806	0.812625	-0.579249401	-0.591067371	-0.455121065
BIOL	1009.1	A-F	0	19	Sophomore	31	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.607692308	0.75391	0.9123125	-0.453606783	-0.019203909	0.589708082
BIOL	1009.1	A-F	1	19	Sophomore	31	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.669230769	0.79791	0.9373125	0.048963663	0.431324154	0.851734201
BIOL	1009.1	A-F	0	19	Sophomore	31	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.853846154	0.9025	0.955208333	1.556675019	1.502249839	1.039301227
BIOL	1009.1	A-F	0	19	Sophomore	32	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.776923077	0.85183	0.932979167	0.928461955	0.983425817	0.806316344
BIOL	1009.1	A-F	0	19	Sophomore	32	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.792307692	0.84922	0.910875	1.054104564	0.956701311	0.574641581
BIOL	1009.1	A-F	1	19	Sophomore	32	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.853846154	0.88958	0.928291667	1.556675019	1.369958417	0.757186447
BIOL	1009.1	S-N	0	19	Junior	34	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.861538462	0.90719	0.956645833	1.619496328	1.550272035	1.054367729
BIOL	1009.1	A-F	0	19	Junior	35	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.853846154	0.9006	0.95125	1.556675019	1.482795218	0.997813762
BIOL	1009.1	A-F	0	18	Freshman	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.630769231	0.7335	0.844791667	-0.265142865	-0.228187495	-0.117980789
BIOL	1009.1	WTH	0	18	Sophomore	23	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
BIOL	1009.1	A-F	0	18	Freshman	23	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.553846154	0.68474	0.826541667	-0.893355929	-0.727454503	-0.309259855
BIOL	1009.1	A-F	0	18	Sophomore	25	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.723076923	0.81274	0.909875	0.488712809	0.58317259	0.564160536
BIOL	1009.1	A-F	0	18	Freshman	25	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.792307692	0.84633	0.904854167	1.054104564	0.927109809	0.511536961
BIOL	1009.1	A-F	1	18	Freshman	26	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.523076923	0.681	0.852083333	-1.144641156	-0.765749389	-0.041556511
BIOL	1009.1	A-F	1	18	Freshman	27	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.584615385	0.6671	0.756458333	-0.642070701	-0.908075299	-1.043806415
BIOL	1009.1	A-F	0	18	Sophomore	27	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.669230769	0.62424	0.5755	0.048963663	-1.34693059	-2.940438798
BIOL	1009.1	A-F	0	18	Freshman	28	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.638461538	0.78568	0.945166667	-0.202321564	0.306097831	0.934054077
BIOL	1009.1	A-F	0	18	Non-degree	30	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.530769231	0.70008	0.8835	-1.081819847	-0.570384038	0.287722981
BIOL	1009.1	A-F	0	18	Junior	35	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.761538462	0.81344	0.869666667	0.802819345	0.590340082	0.142735199
BIOL	1009.1	A-F	0	16	Non-degree	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.884615385	0.92055	0.959479167	1.807960246	1.687068737	1.084064029
BIOL	1009.1	A-F	0	16	Non-degree	36	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.984615385	0.98683	0.989229167	2.624637229	2.365727829	1.39587511
BIOL	1009.3	A-F	0	32	Junior	19	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.892307692	0.9428	0.9975	1.897791861	2.063620671	1.720139614
BIOL	1009.3	A-F	0	30	Senior	23	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.630769231	0.7483	0.875625	-0.30808919	-0.294414634	-0.17100246
BIOL	1009.3	WTH	1	27	Non-degree	31	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
BIOL	1009.3	A-F	0	26	Junior	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.723076923	0.82311	0.931479167	0.470457062	0.612549999	0.695690178
BIOL	1009.3	A-F	0	26	Senior	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.761538462	0.8473	0.940208333	0.794851339	0.905819274	0.831141198
BIOL	1009.3	A-F	1	25	Sophomore	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.776923077	0.83173	0.891104167	0.924609045	0.717055214	0.069188752
BIOL	1009.3	A-F	1	24	Junior	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
BIOL	1009.3	A-F	1	24	Junior	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.630769231	0.73615	0.8503125	-0.30808919	-0.441716068	-0.563778121
BIOL	1009.3	A-F	0	23	Junior	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.592307692	0.73871	0.8973125	-0.632483468	-0.410679717	0.165523848
BIOL	1009.3	A-F	0	23	Junior	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.8	0.87779	0.9620625	1.119245608	1.275467071	1.170253688
BIOL	1009.3	WTH	0	23	Junior	18	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
BIOL	1009.3	A-F	0	23	Junior	24	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.830769231	0.89741	0.969604167	1.378761029	1.513331609	1.287278211
BIOL	1009.3	A-F	0	22	Senior	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.384615385	0.52577	0.6786875	-2.384212535	-2.992273741	-3.226894088
BIOL	1009.3	A-F	0	22	Sophomore	18	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
BIOL	1009.3	A-F	0	22	Junior	20	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.476923077	0.65902	0.856291667	-1.605666283	-1.376807395	-0.470999009
BIOL	1009.3	A-F	1	22	Senior	21	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.684615385	0.73787	0.7955625	0.146062793	-0.420863519	-1.41333733
BIOL	1009.3	A-F	0	22	Sophomore	25	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
BIOL	1009.3	A-F	0	22	Senior	25	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.576923077	0.75032	0.938166667	-0.762241173	-0.269925013	0.799460538
BIOL	1009.3	A-F	0	22	Senior	31	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.853846154	0.9036	0.9575	1.573397592	1.588376537	1.099457087
BIOL	1009.3	WTH	1	21	Junior	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
BIOL	1009.3	A-F	1	21	Sophomore	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.792307692	0.8388	0.889166667	1.054366751	0.802768888	0.039124442
BIOL	1009.3	WTH	0	21	Junior	21	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
BIOL	1009.3	A-F	0	21	Sophomore	22	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.661538462	0.76735	0.881979167	-0.04857377	-0.063460533	-0.072404449
BIOL	1009.3	A-F	1	21	Junior	23	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.8	0.83745	0.878020833	1.119245608	0.786402062	-0.133826168
BIOL	1009.3	WTH	0	21	Sophomore	24	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
BIOL	1009.3	WTH	0	21	Freshman	25	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
BIOL	1009.3	A-F	0	21	Junior	25	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.515384615	0.67031	0.838145833	-1.281272014	-1.239932235	-0.752569062
BIOL	1009.3	A-F	0	21	Sophomore	25	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.584615385	0.72406	0.875125	-0.697362316	-0.588290088	-0.178760991
BIOL	1009.3	A-F	1	21	Sophomore	25	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.792307692	0.85996	0.93325	1.054366751	1.059303732	0.723168305
BIOL	1009.3	A-F	1	21	Sophomore	28	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.515384615	0.63442	0.763375	-1.281272014	-1.675047336	-1.912792801
BIOL	1009.3	A-F	1	21	Sophomore	29	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.607692308	0.77697	0.960354167	-0.502725753	0.053168256	1.143745377
BIOL	1009.3	A-F	1	21	Senior	30	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.707692308	0.74421	0.783770833	0.340699356	-0.344000055	-1.596309372
BIOL	1009.3	A-F	0	21	Senior	31	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.715384615	0.81448	0.921833333	0.405578205	0.507923548	0.546015162
BIOL	1009.3	A-F	1	21	Senior	32	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.753846154	0.81785	0.8871875	0.729972482	0.548779996	0.008413583
BIOL	1009.3	WTH	1	20	Sophomore	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
BIOL	1009.3	S-N	1	20	Sophomore	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.669230769	0.74602	0.829208333	0.016305079	-0.322056385	-0.891252814
BIOL	1009.3	A-F	1	20	Sophomore	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.715384615	0.7917	0.874375	0.405578205	0.231748514	-0.190398789
BIOL	1009.3	A-F	0	20	Junior	19	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.584615385	0.7133	0.852708333	-0.697362316	-0.718739753	-0.526601829
BIOL	1009.3	A-F	0	20	Junior	19	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.6	0.74535	0.9028125	-0.56760461	-0.33017918	0.250867695
BIOL	1009.3	WTH	0	20	Sophomore	20	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
BIOL	1009.3	A-F	1	20	Sophomore	21	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.792307692	0.83297	0.877020833	1.054366751	0.732088447	-0.149343231
BIOL	1009.3	WTH	1	20	Sophomore	22	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
BIOL	1009.3	A-F	0	20	Sophomore	22	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.530769231	0.69183	0.8663125	-1.1515143	-0.979032905	-0.315505111
BIOL	1009.3	A-F	0	20	Junior	22	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.530769231	0.69456	0.872	-1.1515143	-0.945935545	-0.227251814
BIOL	1009.3	A-F	1	20	Sophomore	23	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.684615385	0.80781	0.941270833	0.146062793	0.427059304	0.847628078
BIOL	1009.3	A-F	1	20	Junior	23	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.815384615	0.89691	0.985229167	1.249003314	1.507269822	1.529732323
BIOL	1009.3	WTH	1	20	Sophomore	24	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
BIOL	1009.3	A-F	1	20	Sophomore	24	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.646153846	0.78355	0.932395833	-0.178331484	0.132941379	0.709914142
BIOL	1009.3	A-F	0	20	Sophomore	24	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.730769231	0.83941	0.957104167	0.535335919	0.810164269	1.093314922
BIOL	1009.3	A-F	1	20	Sophomore	24	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.746153846	0.79487	0.847645833	0.665093625	0.270180246	-0.605156962
BIOL	1009.3	A-F	0	20	Sophomore	24	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.753846154	0.84036	0.934083333	0.729972482	0.821681665	0.736099186
BIOL	1009.3	A-F	0	20	Sophomore	25	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.484615385	0.65363	0.836729167	-1.540787426	-1.442153463	-0.774551558
BIOL	1009.3	A-F	0	20	Sophomore	25	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.507692308	0.70176	0.912	-1.346150863	-0.858645807	0.393430713
BIOL	1009.3	A-F	0	20	Sophomore	25	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.515384615	0.67646	0.850958333	-1.281272014	-1.16537225	-0.55375669
BIOL	1009.3	A-F	1	20	Sophomore	25	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.530769231	0.67563	0.8325625	-1.1515143	-1.175434817	-0.839205993
BIOL	1009.3	A-F	0	20	Junior	25	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.607692308	0.74609	0.896020833	-0.502725753	-0.321207734	0.145480969
BIOL	1009.3	A-F	0	20	Sophomore	25	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.623076923	0.74838	0.884125	-0.372968047	-0.293444748	-0.039107423
BIOL	1009.3	A-F	0	20	Sophomore	25	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.638461538	0.76339	0.898729167	-0.243210341	-0.11146989	0.187506359
BIOL	1009.3	A-F	0	20	Sophomore	25	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.653846154	0.7755	0.907291667	-0.113452627	0.035346601	0.320371212
BIOL	1009.3	A-F	0	20	Sophomore	25	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.653846154	0.78458	0.926208333	-0.113452627	0.145428661	0.613902314
BIOL	1009.3	A-F	0	20	Sophomore	25	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.715384615	0.80953	0.911520833	0.405578205	0.447911853	0.385995448
BIOL	1009.3	A-F	0	20	Sophomore	25	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.746153846	0.8345	0.930208333	0.665093625	0.750637517	0.675970566
BIOL	1009.3	A-F	0	20	Freshman	26	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.615384615	0.71965	0.832604167	-0.437846904	-0.641755053	-0.838559443
BIOL	1009.3	A-F	1	20	Sophomore	26	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.623076923	0.75465	0.8971875	-0.372968047	-0.217429934	0.163584215
BIOL	1009.3	A-F	0	20	Sophomore	26	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.646153846	0.7773	0.919375	-0.178331484	0.057169036	0.507869054
BIOL	1009.3	A-F	0	20	Sophomore	26	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.684615385	0.80822	0.942125	0.146062793	0.43202997	0.860882241
BIOL	1009.3	A-F	1	20	Sophomore	26	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.723076923	0.80532	0.894416667	0.470457062	0.396871603	0.120589024
BIOL	1009.3	S-N	1	20	Junior	26	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.730769231	0.8336	0.945	0.535335919	0.739726299	0.905493798
BIOL	1009.3	A-F	1	20	Sophomore	26	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.776923077	0.87524	0.98175	0.924609045	1.244551955	1.475745869
BIOL	1009.3	A-F	1	20	Sophomore	26	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.8	0.85824	0.921333333	1.119245608	1.038451183	0.538256631
BIOL	1009.3	WTH	0	20	Senior	27	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
BIOL	1009.3	A-F	1	20	Freshman	27	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.469230769	0.55098	0.639541667	-1.67054514	-2.68663842	-3.834322451
BIOL	1009.3	A-F	1	20	Sophomore	27	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.469230769	0.66202	0.870875	-1.67054514	-1.340436671	-0.24470851
BIOL	1009.3	A-F	0	20	Sophomore	27	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.553846154	0.73857	0.9386875	-0.956877736	-0.412377017	0.807542336
BIOL	1009.3	A-F	0	20	Sophomore	27	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.561538462	0.73162	0.915875	-0.891998879	-0.496635862	0.453559333
BIOL	1009.3	A-F	0	20	Freshman	27	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.630769231	0.72376	0.8245	-0.30808919	-0.59192716	-0.964312314
BIOL	1009.3	A-F	0	20	Sophomore	27	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.676923077	0.81524	0.965083333	0.081183936	0.517137465	1.217128144
BIOL	1009.3	A-F	1	20	Sophomore	27	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.676923077	0.75503	0.839645833	0.081183936	-0.212822975	-0.729293467
BIOL	1009.3	A-F	1	20	Sophomore	27	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.684615385	0.77803	0.879229167	0.146062793	0.066019246	-0.115076373
BIOL	1009.3	A-F	0	20	Sophomore	27	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.715384615	0.80077	0.893270833	0.405578205	0.341709337	0.102809046
BIOL	1009.3	A-F	1	20	Junior	28	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.4	0.59052	0.796916667	-2.254454829	-2.207272271	-1.392324635
BIOL	1009.3	A-F	0	20	Freshman	28	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.553846154	0.71828	0.896416667	-0.956877736	-0.65836435	0.15162315
BIOL	1009.3	A-F	1	20	Sophomore	28	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.676923077	0.78971	0.911895833	0.081183936	0.2076226	0.391814347
BIOL	1009.3	A-F	0	20	Sophomore	28	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.715384615	0.8371	0.968958333	0.405578205	0.782158811	1.277256764
BIOL	1009.3	A-F	0	20	Sophomore	28	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.723076923	0.82024	0.9255	0.470457062	0.577755339	0.602911066
BIOL	1009.3	A-F	1	20	Sophomore	28	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.723076923	0.81296	0.910333333	0.470457062	0.489495715	0.367568936
BIOL	1009.3	A-F	0	20	Sophomore	28	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.823076923	0.87954	0.940708333	1.313882171	1.296683327	0.83889973
BIOL	1009.3	WTH	0	20	Sophomore	29	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
BIOL	1009.3	WTH	1	20	Junior	29	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
BIOL	1009.3	A-F	0	20	Sophomore	29	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.669230769	0.76883	0.876729167	0.016305079	-0.045517643	-0.153869031
BIOL	1009.3	S-N	1	20	Sophomore	29	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.669230769	0.73483	0.805895833	0.016305079	-0.457719187	-1.252994349
BIOL	1009.3	A-F	1	20	Sophomore	29	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.723076923	0.82226	0.929708333	0.470457062	0.602244961	0.668212035
