SUBJECT	Coursecode	GRADING_BASIS_ENRL	Gender	AGE	YearSchool	COMP_ACT_SCORE	URM	msl01	msl02	msl03	msl04	msl05	msl06	msl07	msl08	msl09	msl10	msl11	msl12	msl13	msl14	msl15	msl16	msl17	msl18	msl19	msl20	Exams_percent	Course_percent	NonExam_percent	ZExams_percent	ZCourse_percent	ZNonExam_percent
BIOL	1003.2	A-F	1	24	Senior	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.468636364	0.675925926	0.8184375	-2.176635976	-1.733502646	-0.786978704
BIOL	1003.2	S-N	1	24	Senior	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.668181818	0.741333333	0.791625	-0.341843594	-0.914947721	-1.084171629
BIOL	1003.2	A-F	0	24	Junior	19	1	5	5	3	6	6	6	4	4	4	4	6	7	7	7	7	5	5	2	6	6	0.658636364	0.818518519	0.9284375	-0.429612701	0.051002728	0.43227432
BIOL	1003.2	A-F	0	24	Junior	20	0	4	6	7	7	7	7	7	7	5	7	7	7	7	7	7	7	7	1	7	7	0.486363636	0.702	0.85025	-2.013636203	-1.407193093	-0.434365188
BIOL	1003.2	S-N	0	24	Senior	20	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.558636364	0.737740741	0.860875	-1.349098635	-0.959907978	-0.31659643
BIOL	1003.2	A-F	1	23	Sophomore	 	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0.650454545	0.858962963	1.0023125	-0.504843376	0.557153337	1.251113567
BIOL	1003.2	S-N	1	23	Senior	 	0	3	3	5	5	5	5	4	3	3	7	5	5	5	6	3	5	5	3	4	4	0.677272727	0.803925926	0.891	-0.258253965	-0.131619385	0.017312637
BIOL	1003.2	A-F	1	23	Junior	21	0	5	3	3	4	6	6	2	6	5	2	6	5	5	2	5	3	4	2	5	5	0.802272727	0.906074074	0.9774375	0.891103453	1.146735369	0.975396122
BIOL	1003.2	S-N	0	23	Senior	22	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
BIOL	1003.2	A-F	1	23	Senior	24	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.572727273	0.703185185	0.792875	-1.219534709	-1.392360843	-1.070316481
BIOL	1003.2	S-N	0	22	Junior	 	0	3	4	6	5	3	6	3	6	3	4	4	3	5	6	4	4	4	3	3	4	0.556363636	0.683444444	0.7708125	-1.36999605	-1.639410551	-1.314859843
BIOL	1003.2	S-N	1	22	Junior	 	0	6	5	5	5	5	5	5	6	4	5	4	5	4	6	5	5	5	6	6	4	0.572727273	0.741962963	0.8583125	-1.219534709	-0.907068082	-0.344999483
BIOL	1003.2	S-N	0	22	Junior	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.67	0.766703704	0.8331875	-0.325125667	-0.597444809	-0.623487958
BIOL	1003.2	A-F	0	22	Senior	 	0	5	3	6	6	6	5	5	5	7	6	6	6	6	6	5	4	6	2	6	7	0.763181818	0.834296296	0.8831875	0.531668043	0.248457079	-0.069282038
BIOL	1003.2	A-F	0	22	Senior	 	0	7	1	1	5	7	4	7	4	3	1	5	7	7	1	6	1	6	3	3	5	0.763636364	0.821037037	0.8605	0.535847529	0.082521258	-0.320752974
BIOL	1003.2	A-F	0	22	Junior	25	0	6	3	3	4	5	5	4	4	6	2	5	5	5	3	5	2	5	2	4	4	0.657272727	0.772592593	0.851875	-0.442151152	-0.523747054	-0.416353495
BIOL	1003.2	S-N	0	22	Senior	27	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.652272727	0.678222222	0.6960625	-0.488125448	-1.70476516	-2.143397694
BIOL	1003.2	A-F	1	22	Senior	27	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.763181818	0.755222222	0.74975	0.531668043	-0.741132261	-1.548319087
BIOL	1003.2	A-F	0	22	Junior	27	0	5	1	3	6	6	6	3	6	6	6	6	6	6	6	6	4	5	3	6	6	0.795454545	0.881444444	0.9405625	0.828411228	0.838502619	0.566669256
BIOL	1003.2	S-N	0	22	Senior	28	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.727727273	0.838037037	0.913875	0.205668489	0.295271379	0.270861846
BIOL	1003.2	A-F	1	22	Senior	31	0	5	3	2	5	5	4	6	4	3	3	4	6	6	4	5	4	5	3	5	4	0.661363636	0.744666667	0.8019375	-0.404535819	-0.873232002	-0.969866658
BIOL	1003.2	S-N	0	21	Senior	 	0	1	5	5	5	6	5	5	5	5	6	6	6	6	6	5	6	6	6	6	5	0.455	0.672962963	0.8228125	-2.302020425	-1.770583277	-0.738485686
BIOL	1003.2	S-N	0	21	Senior	 	0	5	5	6	5	4	7	4	6	5	5	5	4	5	6	6	5	6	2	6	4	0.55	0.76862963	0.9189375	-1.428508788	-0.573342398	0.326975195
BIOL	1003.2	S-N	0	21	Junior	 	0	2	3	5	4	5	5	4	5	4	6	5	5	5	6	5	6	3	4	5	5	0.638636364	0.736777778	0.80425	-0.613509888	-0.971959184	-0.944234634
BIOL	1003.2	S-N	0	21	Senior	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.695454545	0.857962963	0.9696875	-0.091074706	0.544638624	0.889494204
BIOL	1003.2	A-F	0	21	Senior	 	0	5	5	4	6	6	7	6	6	5	6	5	6	6	7	7	6	6	5	7	6	0.770909091	0.895962963	0.9819375	0.602719231	1.020197717	1.025274654
BIOL	1003.2	A-F	0	21	Sophomore	20	0	5	6	6	7	5	7	6	7	7	6	7	6	7	6	7	4	6	3	6	7	0.574545455	0.797148148	0.9501875	-1.202816781	-0.216441331	0.673353895
BIOL	1003.2	A-F	1	21	Junior	20	0	4	3	6	6	6	4	6	5	4	6	6	6	6	6	5	4	4	4	5	5	0.590909091	0.598703704	0.6040625	-1.05235545	-2.69991659	-3.163136587
BIOL	1003.2	A-F	1	21	Junior	28	0	3	3	1	4	5	5	4	5	4	1	7	5	5	1	5	3	6	4	5	3	0.663181818	0.801037037	0.8958125	-0.387817891	-0.167773001	0.070654957
BIOL	1003.2	S-N	0	21	Junior	28	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.727272727	0.767703704	0.7955	0.201489002	-0.584930096	-1.04122067
BIOL	1003.2	S-N	0	21	Junior	28	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.727727273	0.779777778	0.8155625	0.205668489	-0.433826526	-0.818845545
BIOL	1003.2	S-N	0	21	Junior	30	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.657272727	0.806296296	0.90875	-0.442151152	-0.101954884	0.214055739
BIOL	1003.2	A-F	1	21	Junior	31	0	5	2	2	6	6	6	5	5	4	5	5	6	6	5	5	4	4	3	5	5	0.770909091	0.865259259	0.930125	0.602719231	0.635949674	0.45097877
BIOL	1003.2	A-F	0	21	Junior	32	0	3	2	2	5	5	4	6	5	5	4	4	3	6	3	2	5	5	3	5	6	0.625454545	0.793407407	0.908875	-0.73471486	-0.263255631	0.215441254
BIOL	1003.2	A-F	0	21	Senior	32	0	7	7	7	6	6	6	7	6	5	6	7	6	5	6	7	6	6	6	7	6	0.799545455	0.896814815	0.9636875	0.86602657	1.0308584	0.822989494
BIOL	1003.2	A-F	1	21	Senior	33	0	7	6	2	7	7	6	3	6	5	1	7	 	7	2	7	2	6	2	6	2	0.835909091	0.938111111	1.008375	1.200385088	1.547669692	1.318311035
BIOL	1003.2	S-N	0	20	Junior	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
BIOL	1003.2	A-F	0	20	Sophomore	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.690909091	0.719962963	0.7399375	-0.132869516	-1.182391767	-1.657081999
BIOL	1003.2	S-N	0	20	Junior	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.742727273	0.859925926	0.9405	0.343591379	0.569204542	0.565976498
BIOL	1003.2	A-F	1	20	Senior	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.920454545	0.937703704	0.9495625	1.977768646	1.54257111	0.666426321
BIOL	1003.2	A-F	0	20	Freshman	21	0	6	2	2	7	7	7	7	6	4	3	6	5	7	5	7	4	4	3	5	4	0.474545455	0.615111111	0.71175	-2.122302715	-2.4945826	-1.969515586
BIOL	1003.2	A-F	1	20	Sophomore	21	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.597727273	0.771925926	0.8916875	-0.989663226	-0.5320902	0.024932969
BIOL	1003.2	S-N	0	20	Junior	21	0	1	2	6	6	2	2	3	5	2	3	5	5	3	3	4	2	5	4	3	7	0.611818182	0.826740741	0.9745	-0.860099299	0.153901477	0.942836524
BIOL	1003.2	A-F	1	20	Sophomore	21	0	4	5	3	4	5	5	4	5	3	4	5	3	5	4	5	6	7	5	4	3	0.697272727	0.643037037	0.60575	-0.074356778	-2.145097652	-3.144432137
BIOL	1003.2	A-F	1	20	Freshman	22	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.539090909	0.672296296	0.763875	-1.528816345	-1.778926423	-1.391755915
BIOL	1003.2	S-N	0	20	Sophomore	23	0	5	5	4	5	4	5	5	4	5	6	4	5	5	5	5	5	5	5	6	5	0.779545455	0.879703704	0.9485625	0.682129383	0.816717757	0.655342203
BIOL	1003.2	WTH	1	20	Freshman	24	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
BIOL	1003.2	A-F	0	20	Junior	24	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.606363636	0.764851852	0.8738125	-0.910253083	-0.620620206	-0.173195648
BIOL	1003.2	A-F	0	20	Sophomore	24	0	5	3	6	5	6	7	4	4	5	7	5	6	5	7	5	6	6	2	6	4	0.627727273	0.82237037	0.9561875	-0.713817445	0.099207538	0.739858606
BIOL	1003.2	A-F	0	20	Sophomore	24	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.645	0.798592593	0.9041875	-0.55499715	-0.198364516	0.163484449
BIOL	1003.2	A-F	0	20	Junior	24	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.654545455	0.831481481	0.953125	-0.467228034	0.213230477	0.705913493
BIOL	1003.2	A-F	1	20	Sophomore	24	0	3	6	5	4	4	4	5	4	4	5	 	5	5	7	5	7	4	3	6	3	0.666363636	0.831666667	0.9453125	-0.358561522	0.215548027	0.619318818
BIOL	1003.2	S-N	0	20	Sophomore	24	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.679090909	0.783851852	0.855875	-0.241536037	-0.382840659	-0.372017022
BIOL	1003.2	A-F	1	20	Sophomore	24	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.715454545	0.846037037	0.9358125	0.092822481	0.395389083	0.514019693
BIOL	1003.2	A-F	0	20	Sophomore	24	0	6	4	5	4	5	7	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0.736818182	0.855481481	0.9370625	0.289258118	0.513583589	0.527874841
BIOL	1003.2	A-F	0	20	Freshman	25	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
BIOL	1003.2	S-N	0	20	Sophomore	25	0	5	4	5	3	3	7	2	6	5	6	6	5	6	5	2	6	5	3	5	6	 	 	 	 	 	 
BIOL	1003.2	S-N	0	20	Sophomore	25	0	5	2	5	5	5	5	5	5	5	5	5	5	6	5	6	4	3	3	5	4	0.67	0.807703704	0.902375	-0.325125667	-0.084341577	0.143394484
BIOL	1003.2	A-F	0	20	Sophomore	25	0	6	4	4	6	6	6	5	5	5	4	6	6	6	4	6	2	6	2	4	4	0.697272727	0.816185185	0.8979375	-0.074356778	0.021801723	0.094208709
BIOL	1003.2	A-F	1	20	Freshman	26	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.682272727	0.570074074	0.4929375	-0.212279668	-3.058208192	-4.394859244
BIOL	1003.2	A-F	0	20	Sophomore	26	0	4	4	4	4	4	4	4	4	4	4	5	4	4	5	5	3	5	5	5	5	0.727727273	0.877814815	0.981	0.205668489	0.793078853	1.014883293
BIOL	1003.2	A-F	0	20	Sophomore	26	0	5	3	4	5	5	5	5	5	4	5	5	5	5	4	5	5	5	3	5	5	0.75	0.871518519	0.9550625	0.410463081	0.714282516	0.727388972
BIOL	1003.2	A-F	1	20	Junior	26	0	3	4	6	5	6	6	6	6	5	7	6	6	4	7	6	7	7	3	6	6	0.793636364	0.879111111	0.937875	0.81169331	0.809301626	0.536880687
BIOL	1003.2	A-F	1	20	Sophomore	27	0	5	5	4	4	5	5	4	4	4	4	5	5	5	4	4	5	4	4	5	4	0.606818182	0.785444444	0.90825	-0.906073596	-0.362909827	0.20851368
BIOL	1003.2	A-F	0	20	Sophomore	27	0	6	4	6	6	6	6	5	5	5	6	4	5	5	6	5	7	6	3	5	5	0.68	0.776037037	0.8420625	-0.233177073	-0.480640826	-0.525116407
BIOL	1003.2	A-F	1	20	Sophomore	27	0	5	3	2	6	6	6	6	6	 	2	6	6	6	4	6	1	3	2	6	3	0.688181818	0.870444444	0.99575	-0.157946408	0.700840776	1.17837404
BIOL	1003.2	A-F	0	20	Sophomore	27	0	7	6	6	7	6	7	7	7	7	7	6	7	6	6	6	6	6	3	6	6	0.699545455	0.822666667	0.9073125	-0.053459364	0.10291561	0.198122319
BIOL	1003.2	A-F	1	20	Sophomore	27	0	5	5	4	5	4	5	4	4	4	3	5	4	4	3	5	3	5	3	5	4	0.772727273	0.890222222	0.971	0.619437159	0.948353991	0.904042109
BIOL	1003.2	A-F	0	20	Junior	28	0	6	5	6	7	7	7	7	7	7	6	7	7	7	7	7	6	7	1	6	6	0.634090909	0.810222222	0.9313125	-0.655304707	-0.052823047	0.46414116
BIOL	1003.2	A-F	0	20	Sophomore	28	0	6	4	5	4	4	3	5	3	6	5	5	4	5	3	4	5	4	3	4	5	0.670909091	0.827407407	0.935	-0.316766703	0.16224461	0.505013847
BIOL	1003.2	A-F	1	20	Sophomore	28	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.757272727	0.86762963	0.9435	0.477334782	0.665614187	0.599228853
BIOL	1003.2	A-F	1	20	Sophomore	29	1	5	3	7	5	6	7	5	5	5	5	6	5	6	7	6	7	5	6	6	6	0.536363636	0.775518519	0.9399375	-1.553893236	-0.48712993	0.559741682
BIOL	1003.2	S-N	0	20	Junior	29	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.672272727	0.776851852	0.84875	-0.304228262	-0.47044365	-0.450991365
BIOL	1003.2	A-F	0	20	Sophomore	29	1	5	2	1	7	5	7	5	7	4	1	7	5	5	5	5	2	6	1	5	5	0.872272727	0.937481481	0.9823125	1.534743606	1.539790053	1.029431199
BIOL	1003.2	A-F	1	20	Sophomore	30	1	6	1	2	5	7	7	6	5	7	2	7	7	7	2	7	3	3	2	7	2	0.754090909	0.738444444	0.7276875	0.448078413	-0.951101337	-1.792862449
BIOL	1003.2	A-F	1	20	Junior	30	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.834545455	0.801592593	0.7789375	1.187846647	-0.160820377	-1.224801381
BIOL	1003.2	A-F	1	20	Sophomore	30	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.883636364	0.875666667	0.8701875	1.63923065	0.766195398	-0.213375577
BIOL	1003.2	A-F	0	20	Sophomore	30	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.958636364	0.960185185	0.96125	2.328845101	1.823920392	0.795971955
BIOL	1003.2	A-F	1	20	Sophomore	31	0	3	3	4	3	4	3	4	4	3	4	4	3	3	4	3	4	3	4	4	3	0.851818182	0.897555556	0.929	1.346666942	1.040128561	0.438509136
BIOL	1003.2	A-F	1	20	Sophomore	32	0	4	5	2	6	5	6	5	5	4	3	5	5	6	2	6	2	6	3	5	5	0.718636364	0.818592593	0.8873125	0.122078859	0.051929743	-0.023560049
BIOL	1003.2	A-F	1	20	Sophomore	32	0	5	2	2	5	5	4	5	3	4	5	5	5	6	3	3	4	5	3	4	5	0.734090909	0.847666667	0.92575	0.264181227	0.415783434	0.402485752
BIOL	1003.2	A-F	1	20	Junior	32	0	5	3	3	6	5	6	5	5	5	3	5	6	6	3	6	3	6	2	5	6	0.761363636	0.840777778	0.895375	0.514950115	0.329570966	0.065805655
BIOL	1003.2	A-F	0	20	Sophomore	32	0	3	3	5	6	5	7	5	6	2	5	7	6	6	6	6	5	6	5	3	5	0.777727273	0.842481481	0.887	0.665411456	0.35089232	-0.027023836
BIOL	1003.2	A-F	0	20	Junior	33	0	5	3	3	5	5	6	5	5	5	5	5	5	5	4	5	3	5	2	5	5	0.872272727	0.946481481	0.9975	1.534743606	1.65242247	1.197771247
BIOL	1003.2	A-F	0	19	Sophomore	 	0	5	2	5	4	4	4	3	3	4	4	5	5	5	5	5	4	5	3	5	4	0.685909091	0.811111111	0.8971875	-0.178843813	-0.041698857	0.08589562
BIOL	1003.2	A-F	0	19	Freshman	20	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.520909091	0.675777778	0.78225	-1.695995604	-1.735356675	-1.188085239
BIOL	1003.2	A-F	0	19	Sophomore	22	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.626818182	0.783333333	0.8909375	-0.722176409	-0.389329775	0.01661988
BIOL	1003.2	A-F	1	19	Sophomore	24	0	6	4	5	6	7	7	6	6	7	6	6	6	7	6	7	6	6	5	7	7	0.650454545	0.787333333	0.8814375	-0.504843376	-0.339270924	-0.088679245
BIOL	1003.2	A-F	0	19	Sophomore	24	0	4	1	7	5	5	6	5	5	3	7	6	5	7	7	5	6	5	3	5	5	0.750454545	0.832111111	0.88825	0.414642558	0.221110116	-0.013168688
BIOL	1003.2	A-F	1	19	Sophomore	24	0	5	4	5	3	4	4	3	5	4	4	4	3	5	4	4	5	4	4	4	4	0.763181818	0.883925926	0.9669375	0.531668043	0.869557654	0.859012878
BIOL	1003.2	A-F	1	19	Sophomore	24	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.843636364	0.871814815	0.8911875	1.271436277	0.717990576	0.019390909
BIOL	1003.2	A-F	0	19	Sophomore	25	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.660909091	0.745703704	0.804	-0.408715296	-0.860253782	-0.947005664
BIOL	1003.2	A-F	0	19	Sophomore	25	0	3	2	6	6	5	6	3	6	4	6	5	5	6	6	6	6	5	5	5	4	0.667727273	0.87237037	1.0130625	-0.346023072	0.724943187	1.37026784
BIOL	1003.2	A-F	0	19	Sophomore	25	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.722272727	0.872592593	0.9759375	0.155514705	0.727724244	0.958769944
BIOL	1003.2	A-F	0	19	Sophomore	25	0	5	5	2	6	5	7	4	5	5	2	5	4	5	2	5	4	5	3	5	4	0.848181818	0.930740741	0.9875	1.313231087	1.455431626	1.086930063
BIOL	1003.2	A-F	0	19	Sophomore	25	0	5	4	5	6	5	7	6	5	4	4	6	6	6	4	5	2	6	2	7	6	0.900454545	0.952851852	0.988875	1.793871459	1.732145834	1.102170726
BIOL	1003.2	A-F	0	19	Sophomore	26	0	5	4	4	6	6	6	6	6	5	6	6	6	6	6	6	4	5	2	5	6	0.609090909	0.801777778	0.93425	-0.885176191	-0.15850284	0.496700758
BIOL	1003.2	A-F	0	19	Sophomore	26	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.832272727	0.892481481	0.933875	1.166949233	0.976627969	0.492544214
BIOL	1003.2	S-N	0	19	Sophomore	27	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.706363636	0.832962963	0.92	0.009232851	0.231770799	0.338752071
BIOL	1003.2	A-F	0	19	Sophomore	27	0	5	3	3	6	5	4	5	4	4	4	5	5	6	5	5	4	4	2	6	3	0.78	0.904481481	0.9900625	0.686308861	1.126804525	1.115333116
BIOL	1003.2	A-F	0	19	Sophomore	28	0	5	3	3	5	3	6	4	5	4	2	4	3	4	3	3	3	3	2	4	3	0.757272727	0.844111111	0.9038125	0.477334782	0.371286672	0.159327904
BIOL	1003.2	A-F	0	19	Sophomore	28	0	4	2	4	5	5	6	5	4	3	5	5	5	5	4	4	4	4	4	4	3	0.805	0.873518519	0.920625	0.916180344	0.739311942	0.345679645
BIOL	1003.2	A-F	0	19	Sophomore	29	0	7	7	3	7	7	6	7	7	7	5	6	6	6	6	6	3	6	1	6	6	0.695909091	0.853592593	0.962	-0.086895219	0.489944697	0.804285044
BIOL	1003.2	A-F	0	19	Sophomore	29	0	3	1	7	4	3	7	3	3	4	7	4	4	4	5	3	5	4	3	5	4	0.754545455	0.864740741	0.9405	0.4522579	0.62946057	0.565976498
BIOL	1003.2	A-F	1	19	Sophomore	29	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.783636364	0.870814815	0.93075	0.719744716	0.705475863	0.457906344
BIOL	1003.2	A-F	0	19	Junior	29	0	3	7	4	6	6	7	3	7	2	6	6	7	6	6	5	4	5	2	5	6	0.848181818	0.923925926	0.976	1.313231087	1.370146173	0.959462701
BIOL	1003.2	A-F	1	19	Sophomore	31	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.822272727	0.799185185	0.7833125	1.075000639	-0.190948398	-1.176308363
BIOL	1003.2	A-F	1	19	Junior	31	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.845	0.825148148	0.8115	1.283974718	0.133970632	-0.863874776
BIOL	1003.2	A-F	0	19	Junior	33	0	6	5	2	7	7	7	4	7	5	4	7	7	7	7	7	2	7	1	6	5	0.964090909	0.987518519	1.003625	2.378998875	2.165989222	1.265661472
BIOL	1003.2	A-F	0	18	Sophomore	27	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.772272727	0.870407407	0.937875	0.615257672	0.700377268	0.536880687
BIOL	1003.3	A-F	1	49	Senior	 	1	4	3	6	7	7	5	6	6	5	5	4	6	6	5	6	5	4	6	3	5	0.590909091	0.72437037	0.816125	-1.142761746	-1.261915051	-1.062402563
BIOL	1003.3	S-N	0	26	Senior	 	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0.508181818	0.715481481	0.858	-1.874317893	-1.357314146	-0.656385179
BIOL	1003.3	S-N	1	25	Junior	 	0	4	3	7	5	4	7	4	5	4	6	4	4	5	5	4	7	2	2	4	6	0.522727273	0.766407407	0.9339375	-1.745692633	-0.810756839	0.079900077
BIOL	1003.3	S-N	1	25	Sophomore	 	0	3	5	5	6	5	6	5	6	3	5	3	5	5	6	4	6	5	5	4	6	0.542545455	0.716111111	0.8354375	-1.57044072	-1.350556706	-0.87514977
BIOL	1003.3	S-N	1	25	Junior	 	0	3	4	6	6	6	7	4	6	6	5	6	6	5	5	5	2	5	4	7	6	0.620272727	0.705259259	0.7636875	-0.883099514	-1.467023101	-1.570833288
BIOL	1003.3	S-N	0	25	Senior	 	0	2	4	7	5	4	4	4	5	4	6	5	4	4	5	5	6	4	5	3	5	0.65	0.815037037	0.9285	-0.620221644	-0.288844294	0.027178417
BIOL	1003.3	S-N	0	24	Senior	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.640454545	0.778222222	0.8729375	-0.704631972	-0.683955542	-0.511552112
BIOL	1003.3	S-N	1	24	Junior	 	0	5	5	4	5	4	5	4	4	4	5	4	4	5	5	4	4	4	4	4	5	0.665454545	0.736111111	0.7846875	-0.483557313	-1.135908746	-1.3672186
BIOL	1003.3	S-N	0	23	Senior	 	0	6	4	6	6	6	6	6	7	7	5	6	7	7	6	7	3	5	5	6	5	0.462545455	0.68237037	0.8335	-2.277879629	-1.712675768	-0.893935649
BIOL	1003.3	S-N	0	23	Junior	 	0	3	3	1	1	3	3	1	1	3	2	2	1	1	3	3	2	2	1	1	3	0.571818182	0.715888889	0.8149375	-1.311582394	-1.352941681	-1.073916489
BIOL	1003.3	A-F	0	23	Senior	 	0	5	1	2	5	6	7	6	3	4	2	5	6	6	4	5	2	3	2	6	3	0.906636364	0.971555556	1.0161875	1.649210224	1.390974748	0.87739094
BIOL	1003.3	A-F	1	23	Senior	30	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.8	0.90437037	0.976125	0.706226311	0.669916591	0.488947442
BIOL	1003.3	A-F	1	22	Freshman	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.545272727	0.540333333	0.5369375	-1.546323491	-3.237073782	-3.769387124
BIOL	1003.3	S-N	1	22	Senior	 	0	4	3	5	2	5	3	4	5	3	5	4	2	4	3	5	4	3	3	4	4	0.575454545	0.718962963	0.817625	-1.279426086	-1.319949496	-1.047858657
BIOL	1003.3	S-N	0	22	Senior	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.623454545	0.772814815	0.8755	-0.85496274	-0.741989986	-0.486706272
BIOL	1003.3	S-N	1	22	Junior	 	1	3	1	3	4	5	5	3	3	3	3	4	4	5	5	4	5	6	3	4	3	0.638454545	0.737407407	0.8054375	-0.722317945	-1.121996381	-1.166027896
BIOL	1003.3	S-N	1	22	Senior	 	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0.713454545	0.811148148	0.8783125	-0.059093968	-0.330581399	-0.459436448
BIOL	1003.3	S-N	1	22	Junior	 	0	6	6	6	5	5	7	7	5	5	7	6	5	6	5	6	6	6	6	5	7	0.754090909	0.733074074	0.718625	0.300252845	-1.168503436	-2.007756473
BIOL	1003.3	A-F	1	22	Junior	 	0	5	2	2	7	5	7	6	5	5	2	6	6	6	4	5	5	5	3	7	7	0.864090909	0.955148148	1.01775	1.272981345	1.214883915	0.892540842
BIOL	1003.3	A-F	0	22	Sophomore	18	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.623	0.828555556	0.969875	-0.858982276	-0.143758168	0.428347833
BIOL	1003.3	A-F	0	22	Junior	18	0	5	4	5	4	5	5	5	 	 	 	 	 	 	 	 	4	4	4	4	 	0.722545455	0.83037037	0.9045	0.021296826	-0.124280862	-0.205524084
BIOL	1003.3	A-F	0	22	Senior	26	0	4	4	5	3	4	5	4	3	4	5	4	4	5	5	5	4	5	5	4	5	0.741181818	0.895703704	1.0019375	0.186097929	0.576902482	0.73922383
BIOL	1003.3	A-F	1	22	Junior	27	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.729363636	0.889888889	1.00025	0.081589907	0.514495574	0.722861935
BIOL	1003.3	A-F	1	22	Senior	28	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0.612545455	0.729037037	0.809125	-0.951431674	-1.211830524	-1.130274126
